Jul - Jun reference period,Police Region,Police Service Area,Local Government Area,CSA Offence Division,CSA Offence Subdivision,CSA Offence Group,Offence Count,LGA ERP,Victorian ERP
2015,4 Western,Southern Grampians,Southern Grampians,C Drug offences,C30 Drug use and possession,C32 Drug possession,33,"15,838","5,946,505"
2015,4 Western,Southern Grampians,Southern Grampians,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences,17,"15,838","5,946,505"
2015,4 Western,Southern Grampians,Southern Grampians,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences,12,"15,838","5,946,505"
2015,4 Western,Southern Grampians,Southern Grampians,D Public order and security offences,D10 Weapons and explosives offences,D13 Explosives offences,2,"15,838","5,946,505"
2015,4 Western,Southern Grampians,Southern Grampians,D Public order and security offences,D20 Disorderly and offensive conduct,D21 Riot and affray,3,"15,838","5,946,505"
2015,4 Western,Southern Grampians,Southern Grampians,D Public order and security offences,D20 Disorderly and offensive conduct,D22 Drunk and disorderly in public,23,"15,838","5,946,505"
2015,4 Western,Southern Grampians,Southern Grampians,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct,25,"15,838","5,946,505"
2015,4 Western,Southern Grampians,Southern Grampians,D Public order and security offences,D20 Disorderly and offensive conduct,D24 Offensive language,8,"15,838","5,946,505"
2015,4 Western,Southern Grampians,Southern Grampians,D Public order and security offences,D20 Disorderly and offensive conduct,D25 Criminal intent,4,"15,838","5,946,505"
2015,4 Western,Southern Grampians,Southern Grampians,D Public order and security offences,D20 Disorderly and offensive conduct,D26 Disorderly conduct,4,"15,838","5,946,505"
2015,4 Western,Southern Grampians,Southern Grampians,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space,11,"15,838","5,946,505"
2015,4 Western,Southern Grampians,Southern Grampians,D Public order and security offences,D30 Public nuisance offences,D36 Other public nuisance offences,1,"15,838","5,946,505"
2015,4 Western,Southern Grampians,Southern Grampians,E Justice procedures offences,E10 Justice procedures,E11 Escape custody,1,"15,838","5,946,505"
2015,4 Western,Southern Grampians,Southern Grampians,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,7,"15,838","5,946,505"
2015,4 Western,Southern Grampians,Southern Grampians,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,2,"15,838","5,946,505"
2015,4 Western,Southern Grampians,Southern Grampians,E Justice procedures offences,E10 Justice procedures,E15 Prison regulation offences,1,"15,838","5,946,505"
2015,4 Western,Southern Grampians,Southern Grampians,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,85,"15,838","5,946,505"
2015,4 Western,Southern Grampians,Southern Grampians,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order,2,"15,838","5,946,505"
2015,4 Western,Southern Grampians,Southern Grampians,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions,36,"15,838","5,946,505"
2015,4 Western,Southern Grampians,Southern Grampians,E Justice procedures offences,E20 Breaches of orders,E29 Breach of other orders,2,"15,838","5,946,505"
2015,4 Western,Southern Grampians,Southern Grampians,F Other offences,F20 Transport regulation offences,F29 Other transport regulation offences,1,"15,838","5,946,505"
2015,4 Western,Southern Grampians,Southern Grampians,F Other offences,F30 Other government regulatory offences,F33 Liquor and tobacco licensing offences,3,"15,838","5,946,505"
2015,4 Western,Southern Grampians,Southern Grampians,F Other offences,F90 Miscellaneous offences,F93 Cruelty to animals,10,"15,838","5,946,505"
2015,4 Western,Southern Grampians,Southern Grampians,F Other offences,F90 Miscellaneous offences,F94 Dangerous substance offences,2,"15,838","5,946,505"
2015,4 Western,Southern Grampians,Southern Grampians,F Other offences,F90 Miscellaneous offences,F99 Other miscellaneous offences,1,"15,838","5,946,505"
2015,4 Western,Surf Coast,Colac-Otway,A Crimes against the person,A10 Homicide and related offences,A10 Homicide and related offences,2,"20,334","5,946,505"
2015,4 Western,Surf Coast,Colac-Otway,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,45,"20,334","5,946,505"
2015,4 Western,Surf Coast,Colac-Otway,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,51,"20,334","5,946,505"
2015,4 Western,Surf Coast,Colac-Otway,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",9,"20,334","5,946,505"
2015,4 Western,Surf Coast,Colac-Otway,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,47,"20,334","5,946,505"
2015,4 Western,Surf Coast,Colac-Otway,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,29,"20,334","5,946,505"
2015,4 Western,Surf Coast,Colac-Otway,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,62,"20,334","5,946,505"
2015,4 Western,Surf Coast,Colac-Otway,A Crimes against the person,A40 Abduction and related offences,A42 False imprisonment,1,"20,334","5,946,505"
2015,4 Western,Surf Coast,Colac-Otway,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,2,"20,334","5,946,505"
2015,4 Western,Surf Coast,Colac-Otway,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A712 Non-FV Stalking,4,"20,334","5,946,505"
2015,4 Western,Surf Coast,Colac-Otway,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A721 FV Harassment and private nuisance,4,"20,334","5,946,505"
2015,4 Western,Surf Coast,Colac-Otway,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A722 Non-FV Harassment and private nuisance,6,"20,334","5,946,505"
2015,4 Western,Surf Coast,Colac-Otway,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour,18,"20,334","5,946,505"
2015,4 Western,Surf Coast,Colac-Otway,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour,18,"20,334","5,946,505"
2015,4 Western,Surf Coast,Colac-Otway,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A82 Neglect or ill treatment of people,3,"20,334","5,946,505"
2015,4 Western,Surf Coast,Colac-Otway,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A83 Throw or discharge object endangering people,4,"20,334","5,946,505"
2015,4 Western,Surf Coast,Colac-Otway,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people,4,"20,334","5,946,505"
2015,4 Western,Surf Coast,Colac-Otway,B Property and deception offences,B10 Arson,B11 Cause damage by fire,6,"20,334","5,946,505"
2015,4 Western,Surf Coast,Colac-Otway,B Property and deception offences,B10 Arson,B19 Other fire related offences,2,"20,334","5,946,505"
2015,4 Western,Surf Coast,Colac-Otway,B Property and deception offences,B20 Property damage,B21 Criminal damage,132,"20,334","5,946,505"
2015,4 Western,Surf Coast,Colac-Otway,B Property and deception offences,B20 Property damage,B22 Graffiti,6,"20,334","5,946,505"
2015,4 Western,Surf Coast,Colac-Otway,B Property and deception offences,B20 Property damage,B29 Other property damage offences,1,"20,334","5,946,505"
2015,4 Western,Surf Coast,Colac-Otway,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,6,"20,334","5,946,505"
2015,4 Western,Surf Coast,Colac-Otway,B Property and deception offences,B30 Burglary/Break and enter,B312 Non-residential aggravated burglary,1,"20,334","5,946,505"
2015,4 Western,Surf Coast,Colac-Otway,B Property and deception offences,B30 Burglary/Break and enter,B319 Unknown aggravated burglary,1,"20,334","5,946,505"
2015,4 Western,Surf Coast,Colac-Otway,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,104,"20,334","5,946,505"
2015,4 Western,Surf Coast,Colac-Otway,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,35,"20,334","5,946,505"
2015,4 Western,Surf Coast,Colac-Otway,B Property and deception offences,B30 Burglary/Break and enter,B329 Unknown non-aggravated burglary,1,"20,334","5,946,505"
2015,4 Western,Surf Coast,Colac-Otway,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,30,"20,334","5,946,505"
2015,4 Western,Surf Coast,Colac-Otway,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,74,"20,334","5,946,505"
2015,4 Western,Surf Coast,Colac-Otway,B Property and deception offences,B40 Theft,B43 Steal from a retail store,21,"20,334","5,946,505"
2015,4 Western,Surf Coast,Colac-Otway,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,12,"20,334","5,946,505"
2015,4 Western,Surf Coast,Colac-Otway,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods,41,"20,334","5,946,505"
2015,4 Western,Surf Coast,Colac-Otway,B Property and deception offences,B40 Theft,B49 Other theft,153,"20,334","5,946,505"
2015,4 Western,Surf Coast,Colac-Otway,B Property and deception offences,B50 Deception,B51 Forgery and counterfeiting,5,"20,334","5,946,505"
2015,4 Western,Surf Coast,Colac-Otway,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception,28,"20,334","5,946,505"
2015,4 Western,Surf Coast,Colac-Otway,B Property and deception offences,B50 Deception,B54 State false information,4,"20,334","5,946,505"
2015,4 Western,Surf Coast,Colac-Otway,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking,14,"20,334","5,946,505"
2015,4 Western,Surf Coast,Colac-Otway,C Drug offences,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,5,"20,334","5,946,505"
2015,4 Western,Surf Coast,Colac-Otway,C Drug offences,C30 Drug use and possession,C31 Drug use,5,"20,334","5,946,505"
2015,4 Western,Surf Coast,Colac-Otway,C Drug offences,C30 Drug use and possession,C32 Drug possession,42,"20,334","5,946,505"
2015,4 Western,Surf Coast,Colac-Otway,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences,19,"20,334","5,946,505"
2015,4 Western,Surf Coast,Colac-Otway,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences,26,"20,334","5,946,505"
2015,4 Western,Surf Coast,Colac-Otway,D Public order and security offences,D20 Disorderly and offensive conduct,D21 Riot and affray,7,"20,334","5,946,505"
2015,4 Western,Surf Coast,Colac-Otway,D Public order and security offences,D20 Disorderly and offensive conduct,D22 Drunk and disorderly in public,39,"20,334","5,946,505"
2015,4 Western,Surf Coast,Colac-Otway,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct,18,"20,334","5,946,505"
2015,4 Western,Surf Coast,Colac-Otway,D Public order and security offences,D20 Disorderly and offensive conduct,D24 Offensive language,13,"20,334","5,946,505"
2015,4 Western,Surf Coast,Colac-Otway,D Public order and security offences,D20 Disorderly and offensive conduct,D25 Criminal intent,2,"20,334","5,946,505"
2015,4 Western,Surf Coast,Colac-Otway,D Public order and security offences,D20 Disorderly and offensive conduct,D26 Disorderly conduct,3,"20,334","5,946,505"
2015,4 Western,Surf Coast,Colac-Otway,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space,10,"20,334","5,946,505"
2015,4 Western,Surf Coast,Colac-Otway,D Public order and security offences,D30 Public nuisance offences,D36 Other public nuisance offences,1,"20,334","5,946,505"
2015,4 Western,Surf Coast,Colac-Otway,E Justice procedures offences,E10 Justice procedures,E11 Escape custody,1,"20,334","5,946,505"
2015,4 Western,Surf Coast,Colac-Otway,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,15,"20,334","5,946,505"
2015,4 Western,Surf Coast,Colac-Otway,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,6,"20,334","5,946,505"
2015,4 Western,Surf Coast,Colac-Otway,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,5,"20,334","5,946,505"
2015,4 Western,Surf Coast,Colac-Otway,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,78,"20,334","5,946,505"
2015,4 Western,Surf Coast,Colac-Otway,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order,3,"20,334","5,946,505"
2015,4 Western,Surf Coast,Colac-Otway,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions,54,"20,334","5,946,505"
2015,4 Western,Surf Coast,Colac-Otway,E Justice procedures offences,E20 Breaches of orders,E29 Breach of other orders,5,"20,334","5,946,505"
2015,4 Western,Surf Coast,Colac-Otway,F Other offences,F90 Miscellaneous offences,F93 Cruelty to animals,1,"20,334","5,946,505"
2015,4 Western,Surf Coast,Colac-Otway,F Other offences,F90 Miscellaneous offences,F99 Other miscellaneous offences,7,"20,334","5,946,505"
2015,4 Western,Surf Coast,Surf Coast,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,15,"29,128","5,946,505"
