Jul - Jun reference period,Offence Subdivision,Offence Group,Location Division,Location Subdivision,Location Group,Offence Count
2016,B40 Theft,B41 Motor vehicle theft,3 Other,39 Other location,394 Veterinary Clinic,1
2016,B40 Theft,B41 Motor vehicle theft,4 Unknown/Missing,41 Unknown/Missing,411 Unknown/Missing,"12,274"
2016,B40 Theft,B42 Steal from a motor vehicle,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,799
2016,B40 Theft,B42 Steal from a motor vehicle,1 Residential,11 Dwelling - private,112 House,"4,631"
2016,B40 Theft,B42 Steal from a motor vehicle,1 Residential,11 Dwelling - private,113 Bungalow,4
2016,B40 Theft,B42 Steal from a motor vehicle,1 Residential,11 Dwelling - private,114 Caravan/Mobile Home,25
2016,B40 Theft,B42 Steal from a motor vehicle,1 Residential,11 Dwelling - private,115 Houseboat,2
2016,B40 Theft,B42 Steal from a motor vehicle,1 Residential,11 Dwelling - private,116 Ministry Of Housing,26
2016,B40 Theft,B42 Steal from a motor vehicle,1 Residential,11 Dwelling - private,117 Farm House,16
2016,B40 Theft,B42 Steal from a motor vehicle,1 Residential,12 Dwelling  - non-private,121 Boarding House,6
2016,B40 Theft,B42 Steal from a motor vehicle,1 Residential,12 Dwelling  - non-private,122 Holiday Home,12
2016,B40 Theft,B42 Steal from a motor vehicle,1 Residential,12 Dwelling  - non-private,123 Guest House,2
2016,B40 Theft,B42 Steal from a motor vehicle,1 Residential,12 Dwelling  - non-private,124 Nursing Home,18
2016,B40 Theft,B42 Steal from a motor vehicle,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,111
2016,B40 Theft,B42 Steal from a motor vehicle,1 Residential,12 Dwelling  - non-private,126 Other Dwelling,49
2016,B40 Theft,B42 Steal from a motor vehicle,1 Residential,13 Grounds/surrounding land,131 Clothesline/Laundry,6
2016,B40 Theft,B42 Steal from a motor vehicle,1 Residential,13 Grounds/surrounding land,1310 Farm Building,14
2016,B40 Theft,B42 Steal from a motor vehicle,1 Residential,13 Grounds/surrounding land,132 Backyard,254
2016,B40 Theft,B42 Steal from a motor vehicle,1 Residential,13 Grounds/surrounding land,133 Frontyard,"4,824"
2016,B40 Theft,B42 Steal from a motor vehicle,1 Residential,13 Grounds/surrounding land,134 Garage,724
2016,B40 Theft,B42 Steal from a motor vehicle,1 Residential,13 Grounds/surrounding land,135 Shed,59
2016,B40 Theft,B42 Steal from a motor vehicle,1 Residential,13 Grounds/surrounding land,136 Premises Under Construction,39
2016,B40 Theft,B42 Steal from a motor vehicle,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),182
2016,B40 Theft,B42 Steal from a motor vehicle,1 Residential,13 Grounds/surrounding land,138 Driveway/Carport,"10,836"
2016,B40 Theft,B42 Steal from a motor vehicle,1 Residential,13 Grounds/surrounding land,139 Carpark Multi Dwelling,"1,546"
2016,B40 Theft,B42 Steal from a motor vehicle,2 Community,21 Education,211 School,29
2016,B40 Theft,B42 Steal from a motor vehicle,2 Community,21 Education,212 School Grounds,96
2016,B40 Theft,B42 Steal from a motor vehicle,2 Community,21 Education,213 Other Educational,42
2016,B40 Theft,B42 Steal from a motor vehicle,2 Community,22 Health,221 Hospital,47
2016,B40 Theft,B42 Steal from a motor vehicle,2 Community,22 Health,222 Medical Centre,27
2016,B40 Theft,B42 Steal from a motor vehicle,2 Community,22 Health,224 Other Health,48
2016,B40 Theft,B42 Steal from a motor vehicle,2 Community,23 Religious,231 Church,62
2016,B40 Theft,B42 Steal from a motor vehicle,2 Community,23 Religious,232 Other religious,6
2016,B40 Theft,B42 Steal from a motor vehicle,2 Community,24 Public Transport,241 Train,1
2016,B40 Theft,B42 Steal from a motor vehicle,2 Community,24 Public Transport,242 Train Station,151
2016,B40 Theft,B42 Steal from a motor vehicle,2 Community,24 Public Transport,243 Railway Carpark,877
2016,B40 Theft,B42 Steal from a motor vehicle,2 Community,24 Public Transport,244 Tram/Tram Stop,2
2016,B40 Theft,B42 Steal from a motor vehicle,2 Community,24 Public Transport,245 Bus/Bus Stop,10
2016,B40 Theft,B42 Steal from a motor vehicle,2 Community,24 Public Transport,246 Depot/Terminal,18
2016,B40 Theft,B42 Steal from a motor vehicle,2 Community,24 Public Transport,247 Freight Yard,3
2016,B40 Theft,B42 Steal from a motor vehicle,2 Community,24 Public Transport,249 Taxi,9
2016,B40 Theft,B42 Steal from a motor vehicle,2 Community,25 Other Transport,251 Private Car,173
2016,B40 Theft,B42 Steal from a motor vehicle,2 Community,25 Other Transport,252 Airfield,6
2016,B40 Theft,B42 Steal from a motor vehicle,2 Community,25 Other Transport,253 Boat,1
2016,B40 Theft,B42 Steal from a motor vehicle,2 Community,25 Other Transport,254 Dock/Wharf,6
2016,B40 Theft,B42 Steal from a motor vehicle,2 Community,25 Other Transport,255 Carpark (Single Level),"4,258"
2016,B40 Theft,B42 Steal from a motor vehicle,2 Community,25 Other Transport,256 Carpark (Multi Level),"1,159"
2016,B40 Theft,B42 Steal from a motor vehicle,2 Community,25 Other Transport,257 Other Transport Type/Area,54
2016,B40 Theft,B42 Steal from a motor vehicle,2 Community,26 Justice,261 Police Station,3
2016,B40 Theft,B42 Steal from a motor vehicle,2 Community,26 Justice,262 Court,1
2016,B40 Theft,B42 Steal from a motor vehicle,2 Community,26 Justice,263 Prison/Detention Centre,2
2016,B40 Theft,B42 Steal from a motor vehicle,2 Community,26 Justice,265 Other Justice Facility,3
2016,B40 Theft,B42 Steal from a motor vehicle,2 Community,26 Justice,269 Other Justice (nec),1
2016,B40 Theft,B42 Steal from a motor vehicle,2 Community,27 Open Space,271 Parkland/Reserve,288
2016,B40 Theft,B42 Steal from a motor vehicle,2 Community,27 Open Space,272 Rural,22
2016,B40 Theft,B42 Steal from a motor vehicle,2 Community,27 Open Space,273 Vacant Block,49
2016,B40 Theft,B42 Steal from a motor vehicle,2 Community,27 Open Space,274 Beach Foreshore,22
2016,B40 Theft,B42 Steal from a motor vehicle,2 Community,27 Open Space,275 Other Open Space,77
2016,B40 Theft,B42 Steal from a motor vehicle,2 Community,27 Open Space,276 Beach Car Park,94
2016,B40 Theft,B42 Steal from a motor vehicle,2 Community,28 Street/footpath,281 Street/Lane/Footpath,"19,192"
2016,B40 Theft,B42 Steal from a motor vehicle,2 Community,29 Other community location,291 Cemetery,18
2016,B40 Theft,B42 Steal from a motor vehicle,2 Community,29 Other community location,292 Civic Centre,24
2016,B40 Theft,B42 Steal from a motor vehicle,2 Community,29 Other community location,293 Gallery,1
2016,B40 Theft,B42 Steal from a motor vehicle,2 Community,29 Other community location,294 Car Wash,12
2016,B40 Theft,B42 Steal from a motor vehicle,3 Other,31 Admin/professional,311 Business Office,172
2016,B40 Theft,B42 Steal from a motor vehicle,3 Other,31 Admin/professional,312 Other Admin/Professional,34
2016,B40 Theft,B42 Steal from a motor vehicle,3 Other,32 Financial,321 Bank,2
2016,B40 Theft,B42 Steal from a motor vehicle,3 Other,32 Financial,324 Other Financial,2
2016,B40 Theft,B42 Steal from a motor vehicle,3 Other,33 Retail,331 Chemist/Pharmacy,2
2016,B40 Theft,B42 Steal from a motor vehicle,3 Other,33 Retail,3310 24Hr Convenience,12
2016,B40 Theft,B42 Steal from a motor vehicle,3 Other,33 Retail,3311 Restaurant/Fastfood,103
2016,B40 Theft,B42 Steal from a motor vehicle,3 Other,33 Retail,3312 Other Retail,221
2016,B40 Theft,B42 Steal from a motor vehicle,3 Other,33 Retail,332 Service Station,98
2016,B40 Theft,B42 Steal from a motor vehicle,3 Other,33 Retail,334 2nd Hand Dealer,1
2016,B40 Theft,B42 Steal from a motor vehicle,3 Other,33 Retail,335 Supermarket,41
2016,B40 Theft,B42 Steal from a motor vehicle,3 Other,33 Retail,336 Department Store,17
2016,B40 Theft,B42 Steal from a motor vehicle,3 Other,33 Retail,337 Shopping Complex,374
2016,B40 Theft,B42 Steal from a motor vehicle,3 Other,33 Retail,338 Car Sales Yard,500
2016,B40 Theft,B42 Steal from a motor vehicle,3 Other,33 Retail,339 Milkbar,9
2016,B40 Theft,B42 Steal from a motor vehicle,3 Other,34 Wholesale,341 Any Wholesale,11
2016,B40 Theft,B42 Steal from a motor vehicle,3 Other,35 Warehousing/storage,351 Warehousing/Storage,241
2016,B40 Theft,B42 Steal from a motor vehicle,3 Other,36 Manufacturing,361 Factory,371
2016,B40 Theft,B42 Steal from a motor vehicle,3 Other,36 Manufacturing,362 Any Manufacturing,53
2016,B40 Theft,B42 Steal from a motor vehicle,3 Other,37 Agricultural,371 Farmland/Agricultural,71
2016,B40 Theft,B42 Steal from a motor vehicle,3 Other,37 Agricultural,373 Other Agricultural,32
2016,B40 Theft,B42 Steal from a motor vehicle,3 Other,38 Recreational,381 Licenced Premises,97
2016,B40 Theft,B42 Steal from a motor vehicle,3 Other,38 Recreational,382 Tab,11
2016,B40 Theft,B42 Steal from a motor vehicle,3 Other,38 Recreational,383 Cinema,1
2016,B40 Theft,B42 Steal from a motor vehicle,3 Other,38 Recreational,384 Sport Area/Facility,170
2016,B40 Theft,B42 Steal from a motor vehicle,3 Other,38 Recreational,385 Gaming Venue,52
2016,B40 Theft,B42 Steal from a motor vehicle,3 Other,38 Recreational,386 Other Rec./Sports,117
2016,B40 Theft,B42 Steal from a motor vehicle,3 Other,39 Other location,391 Massage Parlour/Brothel,1
2016,B40 Theft,B42 Steal from a motor vehicle,3 Other,39 Other location,392 Other Location (Not Elsewhere),390
2016,B40 Theft,B42 Steal from a motor vehicle,3 Other,39 Other location,393 Construction Site,115
2016,B40 Theft,B42 Steal from a motor vehicle,3 Other,39 Other location,394 Veterinary Clinic,4
2016,B40 Theft,B42 Steal from a motor vehicle,4 Unknown/Missing,41 Unknown/Missing,411 Unknown/Missing,"8,026"
2016,B40 Theft,B43 Steal from a retail store,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,3
2016,B40 Theft,B43 Steal from a retail store,1 Residential,11 Dwelling - private,112 House,21
2016,B40 Theft,B43 Steal from a retail store,1 Residential,12 Dwelling  - non-private,121 Boarding House,1
2016,B40 Theft,B43 Steal from a retail store,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,1
2016,B40 Theft,B43 Steal from a retail store,1 Residential,12 Dwelling  - non-private,126 Other Dwelling,16
2016,B40 Theft,B43 Steal from a retail store,1 Residential,13 Grounds/surrounding land,133 Frontyard,2
2016,B40 Theft,B43 Steal from a retail store,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),2
2016,B40 Theft,B43 Steal from a retail store,1 Residential,13 Grounds/surrounding land,138 Driveway/Carport,1
2016,B40 Theft,B43 Steal from a retail store,2 Community,21 Education,211 School,1
2016,B40 Theft,B43 Steal from a retail store,2 Community,21 Education,212 School Grounds,2
2016,B40 Theft,B43 Steal from a retail store,2 Community,22 Health,221 Hospital,2
2016,B40 Theft,B43 Steal from a retail store,2 Community,22 Health,222 Medical Centre,4
2016,B40 Theft,B43 Steal from a retail store,2 Community,22 Health,224 Other Health,18
2016,B40 Theft,B43 Steal from a retail store,2 Community,24 Public Transport,242 Train Station,12
2016,B40 Theft,B43 Steal from a retail store,2 Community,24 Public Transport,245 Bus/Bus Stop,1
2016,B40 Theft,B43 Steal from a retail store,2 Community,24 Public Transport,246 Depot/Terminal,1
2016,B40 Theft,B43 Steal from a retail store,2 Community,25 Other Transport,252 Airfield,10
2016,B40 Theft,B43 Steal from a retail store,2 Community,25 Other Transport,255 Carpark (Single Level),8
2016,B40 Theft,B43 Steal from a retail store,2 Community,25 Other Transport,256 Carpark (Multi Level),2
2016,B40 Theft,B43 Steal from a retail store,2 Community,25 Other Transport,257 Other Transport Type/Area,2
2016,B40 Theft,B43 Steal from a retail store,2 Community,26 Justice,261 Police Station,2
2016,B40 Theft,B43 Steal from a retail store,2 Community,26 Justice,262 Court,1
2016,B40 Theft,B43 Steal from a retail store,2 Community,26 Justice,264 Youth Training Centre,2
2016,B40 Theft,B43 Steal from a retail store,2 Community,27 Open Space,271 Parkland/Reserve,3
2016,B40 Theft,B43 Steal from a retail store,2 Community,27 Open Space,275 Other Open Space,17
2016,B40 Theft,B43 Steal from a retail store,2 Community,28 Street/footpath,281 Street/Lane/Footpath,65
2016,B40 Theft,B43 Steal from a retail store,2 Community,29 Other community location,292 Civic Centre,20
2016,B40 Theft,B43 Steal from a retail store,2 Community,29 Other community location,293 Gallery,2
2016,B40 Theft,B43 Steal from a retail store,3 Other,31 Admin/professional,311 Business Office,44
2016,B40 Theft,B43 Steal from a retail store,3 Other,31 Admin/professional,312 Other Admin/Professional,3
2016,B40 Theft,B43 Steal from a retail store,3 Other,32 Financial,321 Bank,1
2016,B40 Theft,B43 Steal from a retail store,3 Other,32 Financial,322 Credit Society,1
2016,B40 Theft,B43 Steal from a retail store,3 Other,32 Financial,323 ATM/Eftpos,1
2016,B40 Theft,B43 Steal from a retail store,3 Other,32 Financial,324 Other Financial,4
2016,B40 Theft,B43 Steal from a retail store,3 Other,33 Retail,331 Chemist/Pharmacy,"1,013"
2016,B40 Theft,B43 Steal from a retail store,3 Other,33 Retail,3310 24Hr Convenience,334
2016,B40 Theft,B43 Steal from a retail store,3 Other,33 Retail,3311 Restaurant/Fastfood,76
2016,B40 Theft,B43 Steal from a retail store,3 Other,33 Retail,3312 Other Retail,"7,679"
2016,B40 Theft,B43 Steal from a retail store,3 Other,33 Retail,332 Service Station,598
2016,B40 Theft,B43 Steal from a retail store,3 Other,33 Retail,333 Jeweller,52
2016,B40 Theft,B43 Steal from a retail store,3 Other,33 Retail,334 2nd Hand Dealer,31
2016,B40 Theft,B43 Steal from a retail store,3 Other,33 Retail,335 Supermarket,"4,504"
2016,B40 Theft,B43 Steal from a retail store,3 Other,33 Retail,336 Department Store,"2,411"
2016,B40 Theft,B43 Steal from a retail store,3 Other,33 Retail,337 Shopping Complex,"3,176"
2016,B40 Theft,B43 Steal from a retail store,3 Other,33 Retail,339 Milkbar,106
2016,B40 Theft,B43 Steal from a retail store,3 Other,34 Wholesale,341 Any Wholesale,56
2016,B40 Theft,B43 Steal from a retail store,3 Other,35 Warehousing/storage,351 Warehousing/Storage,50
2016,B40 Theft,B43 Steal from a retail store,3 Other,36 Manufacturing,361 Factory,5
2016,B40 Theft,B43 Steal from a retail store,3 Other,36 Manufacturing,362 Any Manufacturing,2
2016,B40 Theft,B43 Steal from a retail store,3 Other,37 Agricultural,371 Farmland/Agricultural,1
2016,B40 Theft,B43 Steal from a retail store,3 Other,38 Recreational,381 Licenced Premises,"1,053"
2016,B40 Theft,B43 Steal from a retail store,3 Other,38 Recreational,382 Tab,1
2016,B40 Theft,B43 Steal from a retail store,3 Other,38 Recreational,384 Sport Area/Facility,9
2016,B40 Theft,B43 Steal from a retail store,3 Other,38 Recreational,385 Gaming Venue,12
2016,B40 Theft,B43 Steal from a retail store,3 Other,38 Recreational,386 Other Rec./Sports,17
2016,B40 Theft,B43 Steal from a retail store,3 Other,39 Other location,392 Other Location (Not Elsewhere),50
2016,B40 Theft,B43 Steal from a retail store,4 Unknown/Missing,41 Unknown/Missing,411 Unknown/Missing,362
2016,B40 Theft,B44 Theft of a bicycle,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,491
2016,B40 Theft,B44 Theft of a bicycle,1 Residential,11 Dwelling - private,112 House,445
2016,B40 Theft,B44 Theft of a bicycle,1 Residential,11 Dwelling - private,114 Caravan/Mobile Home,31
2016,B40 Theft,B44 Theft of a bicycle,1 Residential,11 Dwelling - private,116 Ministry Of Housing,12
2016,B40 Theft,B44 Theft of a bicycle,1 Residential,12 Dwelling  - non-private,121 Boarding House,1
2016,B40 Theft,B44 Theft of a bicycle,1 Residential,12 Dwelling  - non-private,122 Holiday Home,4
